ICD9Code,DisplayName,GroupDisplayName,ClassDisplayName,SubclassDisplayName
478.22,Parapharyngeal abscess,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.24,Retropharyngeal abscess,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.25,Edema of pharynx or nasopharynx,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.26,Cyst of pharynx or nasopharynx,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.29,Other diseases of pharynx or nasopharynx,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.30,Unspecified paralysis of vocal cords,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.31,Partial unilateral paralysis of vocal cords,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.32,Complete unilateral paralysis of vocal cords,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.33,Partial bilateral paralysis of vocal cords,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.34,Complete bilateral paralysis of vocal cords,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.4,Polyp of vocal cord or larynx,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.5,Other diseases of vocal cords,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.6,Edema of larynx,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.70,Unspecified disease of larynx,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.71,Cellulitis and perichondritis of larynx,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.74,Stenosis of larynx,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.75,Laryngeal spasm,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.79,Other diseases of larynx,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.8,Upper respiratory tract hypersensitivity reaction site unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
478.9,Other and unspecified diseases of upper respiratory tract,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Upper Respiratory Tract
480.0,Pneumonia due to adenovirus,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
480.1,Pneumonia due to respiratory syncytial virus,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
480.2,Pneumonia due to parainfluenza virus,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
480.3,Pneumonia due to sars-associated coronavirus,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
480.8,Pneumonia due to other virus not elsewhere classified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
480.9,Viral pneumonia unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
481,Pneumococcal pneumonia [streptococcus pneumoniae pneumonia],"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
482.0,Pneumonia due to klebsiella pneumoniae,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
482.1,Pneumonia due to pseudomonas,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
482.2,Pneumonia due to hemophilus influenzae (h. influenzae),"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
482.30,Pneumonia due to streptococcus unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
482.31,Pneumonia due to streptococcus group a,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
482.32,Pneumonia due to streptococcus group b,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
482.40,Pneumonia due to staphylococcus unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
482.41,Methicillin susceptible pneumonia due to staphylococcus aureus,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
482.81,Pneumonia due to anaerobes,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
482.82,Pneumonia due to escherichia coli [e.coli],"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
482.83,Pneumonia due to other gram-negative bacteria,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
482.84,Pneumonia due to legionnaires' disease,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
482.89,Pneumonia due to other specified bacteria,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
482.9,Bacterial pneumonia unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
483.0,Pneumonia due to mycoplasma pneumoniae,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
483.1,Pneumonia due to chlamydia,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
483.8,Pneumonia due to other specified organism,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
484.1,Pneumonia in cytomegalic inclusion disease,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
484.3,Pneumonia in whooping cough,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
484.5,Pneumonia in anthrax,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
484.6,Pneumonia in aspergillosis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
484.7,Pneumonia in other systemic mycoses,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
484.8,Pneumonia in other infectious diseases classified elsewhere,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
485,Bronchopneumonia organism unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
486,Pneumonia organism unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
487,Influenza,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
487.0,Influenza with pneumonia,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
487.1,Influenza with other respiratory manifestations,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
487.8,Influenza with other manifestations,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
488.1,Influenza A(H1N1),"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumonia And Influenza
490,Bronchitis not specified as acute or chronic,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
491,Chronic bronchitis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
491.0,Simple chronic bronchitis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
491.1,Mucopurulent chronic bronchitis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
491.2,Obstructive chronic bronchitis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
491.20,Obstructive chronic bronchitis without exacerbation,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
491.21,Obstructive chronic bronchitis with (acute) exacerbation,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
491.22,Chronic bronchitis with acute bronchitis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
491.8,Other chronic bronchitis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
491.9,Unspecified chronic bronchitis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
492,Emphysema,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
492.0,Emphysematous bleb,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
492.8,Other emphysema,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493,Asthma,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.00,Extrinsic asthma unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.01,Extrinsic asthma with status asthmaticus,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.02,Extrinsic asthma with (acute) exacerbation,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.10,Intrinsic asthma unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.11,Intrinsic asthma with status asthmaticus,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.12,Intrinsic asthma with (acute) exacerbation,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.2,Chronic obstructive asthma,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.20,Chronic obstructive asthma unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.21,Chronic obstructive asthma with status asthmaticus,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.22,Chronic obstructive asthma with (acute) exacerbation,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.81,Exercise-induced bronchospasm,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.82,Cough variant asthma,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.9,Asthma unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.90,Asthma unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.91,Asthma unspecified type with status asthmaticus,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
493.92,Asthma unspecified with (acute) exacerbation,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
494,Bronchiectasis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
494.0,Bronchiectasis without acute exacerbation,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
494.1,Bronchiectasis with acute exacerbation,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
495.0,Farmers' lung,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
495.1,Bagassosis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
495.2,Bird-fanciers' lung,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
495.3,Suberosis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
495.4,Malt workers' lung,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
495.5,Mushroom workers' lung,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
495.7,'ventilation' pneumonitis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
495.8,Other specified allergic alveolitis and pneumonitis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
495.9,Unspecified allergic alveolitis and pneumonitis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
496,Chronic airway obstruction not elsewhere classified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Chronic Obstructive Pulmonary Disease And Allied Conditions
500,Coal workers' pneumoconiosis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
501,Asbestosis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
502,Pneumoconiosis due to other silica or silicates,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
503,Pneumoconiosis due to other inorganic dust,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
504,Pneumonopathy due to inhalation of other dust,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
505,Pneumoconiosis unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
506.0,Bronchitis and pneumonitis due to fumes and vapors,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
506.1,Acute pulmonary edema due to fumes and vapors,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
506.2,Upper respiratory inflammation due to fumes and vapors,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
506.3,Other acute and subacute respiratory conditions due to fumes and vapors,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
506.4,Chronic respiratory conditions due to fumes and vapors,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
506.9,Unspecified respiratory conditions due to fumes and vapors,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
507,Pneumonitis due to solids and liquids,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
507.0,Pneumonitis due to inhalation of food or vomitus,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
507.1,Pneumonitis due to inhalation of oils and essences,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
507.8,Pneumonitis due to other solids and liquids,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
508,Respiratory conditions due to other and unspecified external agents,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
508.0,Acute pulmonary manifestations due to radiation,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
508.1,Chronic and other pulmonary manifestations due to radiation,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
508.9,Respiratory conditions due to unspecified external agent,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Pneumoconioses And Other Lung Diseases Due To External Agents
510.0,Empyema with fistula,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
510.9,Empyema without fistula,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
511,Pleurisy,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
511.0,Pleurisy without effusion or current tuberculosis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
511.1,Pleurisy with effusion with a bacterial cause other than tuberculosis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
511.8,Other specified forms of pleural effusion except tuberculous,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
511.9,Unspecified pleural effusion,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
512.0,Spontaneous tension pneumothorax,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
512.1,Iatrogenic pneumothorax,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
512.8,Other spontaneous pneumothorax,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
513.0,Abscess of lung,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
513.1,Abscess of mediastinum,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
514,Pulmonary congestion and hypostasis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
515,Postinflammatory pulmonary fibrosis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
516,Other alveolar and parietoalveolar pneumonopathy,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
516.0,Pulmonary alveolar proteinosis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
516.1,Idiopathic pulmonary hemosiderosis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
516.3,Idiopathic fibrosing alveolitis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
516.8,Other specified alveolar and parietoalveolar pneumonopathies,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
516.9,Unspecified alveolar and parietoalveolar pneumonopathy,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
517.1,Rheumatic pneumonia,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
517.2,Lung involvement in systemic sclerosis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
517.3,Acute chest syndrome,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
517.8,Lung involvement in other diseases classified elsewhere,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
518,Other diseases of lung,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
518.0,Pulmonary collapse,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
518.1,Interstitial emphysema,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
518.2,Compensatory emphysema,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
518.3,Pulmonary eosinophilia,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
518.4,Acute edema of lung unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
518.5,Pulmonary insufficiency following trauma and surgery,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
518.6,Allergic bronchopulmonary aspergilliosis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
518.81,Acute respiratory failure,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
518.82,Other pulmonary insufficiency not elsewhere classified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
518.83,Chronic respiratory failure,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
518.84,Acute and chronic respiratory failure,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
518.89,Other diseases of lung not elsewhere classified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
519,Other diseases of respiratory system,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
519.0,Tracheostomy complications,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
519.00,Tracheostomy complication unspecified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
519.01,Infection of tracheostomy,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
519.02,Mechanical complication of tracheostomy,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
519.09,Other tracheostomy complications,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
519.1,Other diseases of trachea and bronchus not elsewhere classified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
519.11,Acute bronchospasm,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
519.19,Other diseases of trachea and bronchus,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
519.2,Mediastinitis,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
519.3,Other diseases of mediastinum not elsewhere classified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
519.4,Disorders of diaphragm,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
519.8,Other diseases of respiratory system not elsewhere classified,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
519.9,Unspecified disease of respiratory system,"Diagnoses, Syndromes And Conditions",Diseases Of The Respiratory System,Other Diseases Of Respiratory System
520.0,Anodontia,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
520.1,Supernumerary teeth,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
520.2,Abnormalities of size and form of teeth,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
520.3,Mottled teeth,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
520.4,Disturbances of tooth formation,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
520.5,Hereditary disturbances in tooth structure not elsewhere classified,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
520.6,Disturbances in tooth eruption,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
520.7,Teething syndrome,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
520.8,Other specified disorders of tooth development and eruption,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
521,Diseases of hard tissues of teeth,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
521.0,Dental caries,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
521.00,Unspecified dental caries,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
521.01,Dental caries limited to enamel,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
521.02,Dental caries extending into dentine,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
521.03,Dental caries extending into pulp,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
521.04,Arrested dental caries,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
521.06,Dental caries pit and fissure,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
521.07,Dental caries of smooth surface,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
521.08,Dental caries of root surface,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
521.09,Other dental caries,"Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
521.10,"Excessive attrition, unspecified","Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
521.11,"Excessive attrition, limited to enamel","Diagnoses, Syndromes And Conditions",Diseases Of The Digestive System,"Diseases Of Oral Cavity, Salivary Glands, And Jaws"
